R	53.3353	-6.45233	P212	06 Feb 2024	P212\n11:40 - Newbridge to Dublin Heuston (0 mins late)\nArrived Adamstown next stop Clondalkin	To Dublin Heuston
R	53.3395	-7.61596	A708	06 Feb 2024	A708\n15:35 - Dublin Heuston to Galway (0 mins late)\nDeparted Clara next stop Athlone	To Galway
R	53.347	-6.25425	E112	06 Feb 2024	E112\n11:30 - Malahide to Greystones (2 mins late)\nDeparted Tara Street next stop Dublin Pearse	Southbound
R	53.3531	-6.24591	E918	06 Feb 2024	E918\n11:04 - Greystones to Howth (0 mins late)\nArrived Dublin Connolly next stop Clontarf Road	Northbound
R	53.3632	-6.25908	A905	06 Feb 2024	A905\n09:05 - Sligo to Dublin Connolly (0 mins late)\nArrived Drumcondra next stop Dublin Connolly	Southbound
R	53.373	-6.20442	E816	06 Feb 2024	E816\n11:05 - Bray to Malahide (0 mins late)\nDeparted Killester next stop Harmonstown	Northbound
R	53.3752	-6.31388	D913	06 Feb 2024	D913\n11:47 - Dublin Connolly to Maynooth (2 mins late)\nArrived Pelletstown next stop Ashtown	Northbound
R	53.3815	-6.17699	D807	06 Feb 2024	D807\n11:50 - Dublin Connolly to Drogheda (0 mins late)\nDeparted Raheny next stop Malahide	Northbound
R	53.3831	-6.4242	P742	06 Feb 2024	P742\n11:43 - Maynooth to Dublin Connolly (2 mins late)\nArrived Clonsilla next stop Coolmine	Southbound
R	53.387	-6.16163	E917	06 Feb 2024	E917\n10:55 - Bray to Howth (3 mins late)\nDeparted Kilbarrack next stop Howth Junction	Northbound
R	53.3891	-6.07401	E113	06 Feb 2024	E113\n12:00 - Howth to Greystones (0 mins late)\nDeparted Howth next stop Sutton	Southbound
R	53.3909	-6.15672	P704	06 Feb 2024	P704\n10:50 - Dundalk to Dublin Connolly (5 mins late)\nArrived Howth Junction next stop Dublin Connolly	Southbound
R	53.4157	-6.83395	A904	06 Feb 2024	A904\n11:00 - Dublin Connolly to Sligo (4 mins late)\nDeparted Enfield next stop Mullingar	Northbound
R	53.4169	-6.1512	E815	06 Feb 2024	E815\n10:34 - Greystones to Malahide (7 mins late)\nArrived Portmarnock next stop Malahide	Northbound
R	53.6118	-6.18226	P705	06 Feb 2024	P705\n11:40 - Drogheda to Dublin Connolly (2 mins late)\nDeparted Balbriggan next stop Skerries	Southbound
R	53.6794	-6.24253	D806	06 Feb 2024	D806\n11:07 - Dublin Connolly to Dundalk (0 mins late)\nDeparted Laytown next stop Drogheda	Northbound
R	53.712	-6.33538	A126	06 Feb 2024	A126\n11:20 - Dublin Connolly to Belfast (-1 mins late)\nDeparted Drogheda next stop Dundalk	Northbound
R	53.9383	-8.10657	A907	06 Feb 2024	A907\n11:05 - Sligo to Dublin Connolly (3 mins late)\nDeparted Carrick on Shannon next stop Dromod	Southbound
R	54.0007	-6.41291	A125	06 Feb 2024	A125\n10:35 - Belfast to Dublin Connolly (1 mins late)\nDeparted Dundalk next stop Drogheda	Southbound
R	54.0887	-8.52088	A902	06 Feb 2024	A902\n09:05 - Dublin Connolly to Sligo (6 mins late)\nArrived Ballymote next stop Collooney	Northbound
T	53.2043	-6.10046	E220	06 Feb 2024	E220\n10:40 - Howth to Bray(4 mins late)\nTERMINATED Bray at 11:59	Southbound
T	53.3531	-6.24591	P741	06 Feb 2024	P741\n11:08 - Maynooth to Dublin Connolly(2 mins late)\nTERMINATED Dublin Connolly at 11:56	Southbound
T	53.378	-6.58993	D912	06 Feb 2024	D912\n11:17 - Dublin Connolly to Maynooth(-2 mins late)\nTERMINATED Maynooth at 11:58	Northbound
